Three-Digit ZIP Code,Year,Quarter,Index (NSA)
975,2009,4,195.18
975,2010,1,190.14
975,2010,2,187.29
975,2010,3,185.79
975,2010,4,181.62
975,2011,1,172.65
975,2011,2,167.19
975,2011,3,170.14
975,2011,4,168.73
975,2012,1,165.98
975,2012,2,164.01
975,2012,3,166.6
975,2012,4,168.72
975,2013,1,171.59
975,2013,2,175.16
975,2013,3,182.83
975,2013,4,185.7
975,2014,1,187.9
975,2014,2,195.75
975,2014,3,199.24
975,2014,4,201.24
975,2015,1,202.11
975,2015,2,208.9
975,2015,3,211.63
975,2015,4,217.11
975,2016,1,218.49
975,2016,2,225.07
975,2016,3,230.17
975,2016,4,235.91
975,2017,1,240.95
975,2017,2,244.62
975,2017,3,250.27
975,2017,4,253.42
975,2018,1,258.54
975,2018,2,262.93
975,2018,3,266.78
975,2018,4,267.2
975,2019,1,270.46
975,2019,2,274.13
975,2019,3,277.1
975,2019,4,279.54
975,2020,1,283.47
975,2020,2,287.46
975,2020,3,291.64
975,2020,4,300.83
975,2021,1,313.76
975,2021,2,334.22
975,2021,3,352.86
975,2021,4,360.74
975,2022,1,372.77
975,2022,2,384.73
975,2022,3,382.97
975,2022,4,368.91
975,2023,1,362.85
975,2023,2,380.83
975,2023,3,383.58
975,2023,4,380.13
975,2024,1,375.58
975,2024,2,384
976,1995,1,100
976,1995,2,102.48
976,1995,3,104.87
976,1995,4,105.9
976,1996,1,107.07
976,1996,2,108.82
976,1996,3,109.48
976,1996,4,111.46
976,1997,1,111.7
976,1997,2,112.69
976,1997,3,114
976,1997,4,116.01
976,1998,1,117.5
976,1998,2,118.83
976,1998,3,119.18
976,1998,4,120.53
976,1999,1,121.56
976,1999,2,121.49
976,1999,3,122.16
976,1999,4,121.7
976,2000,1,123.36
976,2000,2,122.95
976,2000,3,124.75
976,2000,4,125.61
976,2001,1,129.68
976,2001,2,129.83
976,2001,3,130.96
976,2001,4,132.39
976,2002,1,134.22
976,2002,2,134.2
976,2002,3,136.39
976,2002,4,137.81
976,2003,1,139.05
976,2003,2,140.54
976,2003,3,142.39
976,2003,4,145.67
976,2004,1,148
976,2004,2,153.25
976,2004,3,160.27
976,2004,4,164.77
976,2005,1,170.74
976,2005,2,181.73
976,2005,3,191.69
976,2005,4,202.44
976,2006,1,208.67
976,2006,2,217.87
976,2006,3,223.63
976,2006,4,229.03
976,2007,1,231.29
976,2007,2,234.2
976,2007,3,232.35
976,2007,4,233.41
976,2008,1,233.56
976,2008,2,230.19
976,2008,3,223.56
976,2008,4,221.63
976,2009,1,221.02
976,2009,2,215.09
976,2009,3,206.57
976,2009,4,200.91
976,2010,1,198.08
976,2010,2,193.74
976,2010,3,193.14
976,2010,4,191.21
976,2011,1,183.46
976,2011,2,178.43
976,2011,3,179.19
976,2011,4,180.41
976,2012,1,176.81
976,2012,2,175.72
976,2012,3,175.13
976,2012,4,177.25
976,2013,1,177.85
976,2013,2,179.68
976,2013,3,181.67
976,2013,4,181.08
976,2014,1,181.78
976,2014,2,185.66
976,2014,3,187.11
976,2014,4,188.66
976,2015,1,190.65
976,2015,2,194.91
976,2015,3,196.34
976,2015,4,201.76
976,2016,1,201.96
976,2016,2,208.13
976,2016,3,212.14
976,2016,4,215.8
976,2017,1,218.37
976,2017,2,225.44
976,2017,3,230
976,2017,4,229.67
976,2018,1,235.16
976,2018,2,241.12
976,2018,3,246.11
976,2018,4,249.46
976,2019,1,252.58
976,2019,2,257.54
976,2019,3,263.06
976,2019,4,266.3
976,2020,1,268.8
976,2020,2,273.03
976,2020,3,277.91
976,2020,4,288.34
976,2021,1,296.88
976,2021,2,317.88
976,2021,3,340.86
976,2021,4,355.62
976,2022,1,367.48
976,2022,2,390.85
976,2022,3,393.59
976,2022,4,386.9
976,2023,1,393.37
976,2023,2,392.64
976,2023,3,407.97
976,2023,4,396.93
976,2024,1,402.93
976,2024,2,423.04
977,1995,1,100
977,1995,2,101.61
977,1995,3,103.91
977,1995,4,105.05
977,1996,1,106.23
977,1996,2,106.68
977,1996,3,106.61
977,1996,4,107.45
977,1997,1,107.72
977,1997,2,109.24
977,1997,3,110.7
977,1997,4,113.46
977,1998,1,114.98
977,1998,2,115.38
977,1998,3,116.53
977,1998,4,117.97
977,1999,1,120.48
977,1999,2,121.77
977,1999,3,122.89
977,1999,4,126.28
977,2000,1,128.2
977,2000,2,130.69
977,2000,3,132.74
977,2000,4,134.2
977,2001,1,138.6
977,2001,2,140.6
977,2001,3,143.57
977,2001,4,144.73
977,2002,1,147.98
977,2002,2,150.67
977,2002,3,153.29
977,2002,4,155.5
977,2003,1,158.5
977,2003,2,160.06
977,2003,3,162.46
977,2003,4,166.65
977,2004,1,168.23
977,2004,2,174.65
977,2004,3,179.64
977,2004,4,186.14
977,2005,1,191.44
977,2005,2,204.11
977,2005,3,221.31
977,2005,4,240.11
977,2006,1,256.36
977,2006,2,275.64
977,2006,3,284.9
977,2006,4,289.16
977,2007,1,289.59
977,2007,2,283.49
977,2007,3,281.58
977,2007,4,278.98
977,2008,1,268.14
977,2008,2,256.98
977,2008,3,239.02
977,2008,4,225.51
977,2009,1,223.7
977,2009,2,208.97
977,2009,3,186.51
977,2009,4,180.08
977,2010,1,173.09
977,2010,2,165.83
977,2010,3,163.42
977,2010,4,163.78
977,2011,1,156.76
977,2011,2,155.2
977,2011,3,157.54
977,2011,4,160.88
977,2012,1,161.39
977,2012,2,157.84
977,2012,3,162.01
977,2012,4,167.74
977,2013,1,173.85
977,2013,2,184.08
977,2013,3,192.32
977,2013,4,200.31
977,2014,1,205.08
977,2014,2,212.39
977,2014,3,220.99
977,2014,4,223.32
977,2015,1,227.33
977,2015,2,238
977,2015,3,246.06
977,2015,4,248.42
977,2016,1,255.58
977,2016,2,262.93
977,2016,3,273.55
977,2016,4,277.17
977,2017,1,279.77
977,2017,2,294.41
977,2017,3,297.24
977,2017,4,301.27
977,2018,1,306.66
977,2018,2,316.39
977,2018,3,320.46
977,2018,4,323.93
977,2019,1,327.59
977,2019,2,332.03
977,2019,3,338.82
977,2019,4,343.65
977,2020,1,346.59
977,2020,2,352.47
977,2020,3,359.67
977,2020,4,374.02
977,2021,1,393.66
977,2021,2,430.08
977,2021,3,466.76
977,2021,4,485.86
977,2022,1,501.91
977,2022,2,526.77
977,2022,3,533.49
977,2022,4,523.99
977,2023,1,512.77
977,2023,2,528.21
977,2023,3,540.14
977,2023,4,531.85
977,2024,1,546.88
977,2024,2,557.43
978,1995,1,100
978,1995,2,101.52
978,1995,3,103.85
978,1995,4,107.07
978,1996,1,107.68
978,1996,2,111.69
978,1996,3,110.53
978,1996,4,112.5
978,1997,1,111.45
978,1997,2,112.99
978,1997,3,114.9
978,1997,4,114.07
978,1998,1,120.63
978,1998,2,121.85
978,1998,3,120.86
978,1998,4,121
978,1999,1,122.72
978,1999,2,122.85
978,1999,3,123.12
978,1999,4,125.65
978,2000,1,128.34
978,2000,2,125.83
978,2000,3,127.58
978,2000,4,127.95
978,2001,1,131.8
978,2001,2,131.64
978,2001,3,131.59
978,2001,4,133.44
978,2002,1,133.57
978,2002,2,135.19
978,2002,3,135.45
978,2002,4,137.09
978,2003,1,138.79
978,2003,2,138.72
978,2003,3,137.79
978,2003,4,140.73
978,2004,1,140.59
978,2004,2,144.14
978,2004,3,144.69
978,2004,4,148.27
978,2005,1,147.59
978,2005,2,152.46
978,2005,3,154.93
978,2005,4,159.62
978,2006,1,158.75
978,2006,2,169.01
978,2006,3,173.13
978,2006,4,177.03
978,2007,1,181.34
978,2007,2,182.47
978,2007,3,188.12
978,2007,4,187.02
978,2008,1,190.01
978,2008,2,189.48
978,2008,3,190.47
978,2008,4,190.75
978,2009,1,194.43
978,2009,2,191.72
978,2009,3,188.24
978,2009,4,185.91
978,2010,1,184.35
978,2010,2,183.11
978,2010,3,183.66
978,2010,4,185.99
978,2011,1,178.19
978,2011,2,175
978,2011,3,177.28
978,2011,4,178.97
978,2012,1,177.71
978,2012,2,177.45
978,2012,3,179.29
978,2012,4,181.55
978,2013,1,179.05
978,2013,2,179.74
978,2013,3,181.84
978,2013,4,181.43
978,2014,1,179.48
978,2014,2,183.7
978,2014,3,186.96
978,2014,4,184.63
978,2015,1,188.07
978,2015,2,191.47
978,2015,3,192.48
978,2015,4,194.01
978,2016,1,195.22
978,2016,2,198.67
978,2016,3,202.09
978,2016,4,204.15
978,2017,1,206.18
978,2017,2,211.23
978,2017,3,216.22
978,2017,4,216.27
978,2018,1,223.9
978,2018,2,228.88
978,2018,3,232.12
978,2018,4,236.73
978,2019,1,234.9
978,2019,2,243.18
978,2019,3,247.98
978,2019,4,251.97
978,2020,1,255.46
978,2020,2,256.52
978,2020,3,262.7
978,2020,4,273.36
978,2021,1,278.11
978,2021,2,293.46
978,2021,3,318.88
978,2021,4,330.57
978,2022,1,344
978,2022,2,362.03
978,2022,3,365.64
978,2022,4,370.89
978,2023,1,368.38
978,2023,2,373.74
978,2023,3,384.5
978,2023,4,374.2
978,2024,1,390.9
978,2024,2,404.45
979,1995,1,100
979,1995,2,102.48
979,1995,3,104.87
979,1995,4,105.9
979,1996,1,107.07
979,1996,2,108.82
979,1996,3,109.48
979,1996,4,111.46
979,1997,1,111.7
979,1997,2,112.69
979,1997,3,114
979,1997,4,116.01
979,1998,1,117.5
979,1998,2,118.83
979,1998,3,119.18
979,1998,4,120.53
979,1999,1,121.56
979,1999,2,121.49
979,1999,3,122.16
979,1999,4,121.7
979,2000,1,123.36
979,2000,2,122.95
979,2000,3,124.75
979,2000,4,125.61
979,2001,1,129.68
979,2001,2,129.83
979,2001,3,130.96
979,2001,4,132.39
979,2002,1,134.22
979,2002,2,134.2
979,2002,3,136.39
979,2002,4,137.81
979,2003,1,139.05
979,2003,2,140.54
979,2003,3,142.39
979,2003,4,145.67
979,2004,1,148
979,2004,2,153.25
979,2004,3,160.27
979,2004,4,164.77
979,2005,1,170.74
979,2005,2,181.73
979,2005,3,191.69
979,2005,4,202.44
979,2006,1,208.67
979,2006,2,217.87
979,2006,3,223.63
979,2006,4,229.03
979,2007,1,231.29
979,2007,2,234.2
979,2007,3,232.35
979,2007,4,233.41
979,2008,1,233.56
979,2008,2,230.19
979,2008,3,223.56
979,2008,4,221.63
979,2009,1,221.02
979,2009,2,215.09
979,2009,3,206.57
979,2009,4,200.91
979,2010,1,198.08
979,2010,2,193.74
979,2010,3,193.14
979,2010,4,191.21
979,2011,1,183.46
979,2011,2,178.43
979,2011,3,179.19
979,2011,4,180.41
979,2012,1,176.81
979,2012,2,175.72
979,2012,3,175.13
979,2012,4,177.25
979,2013,1,177.85
979,2013,2,179.68
979,2013,3,181.67
979,2013,4,181.08
979,2014,1,181.78
979,2014,2,185.66
979,2014,3,187.11
979,2014,4,188.66
979,2015,1,190.65
979,2015,2,194.91
979,2015,3,196.34
979,2015,4,201.76
979,2016,1,201.96
979,2016,2,208.13
979,2016,3,212.14
979,2016,4,215.8
979,2017,1,218.37
979,2017,2,225.44
979,2017,3,230
979,2017,4,229.67
979,2018,1,235.16
979,2018,2,241.12
979,2018,3,246.11
979,2018,4,249.46
979,2019,1,252.58
979,2019,2,257.54
979,2019,3,263.06
979,2019,4,266.3
979,2020,1,268.8
979,2020,2,273.03
979,2020,3,277.91
979,2020,4,288.34
979,2021,1,296.88
979,2021,2,317.88
979,2021,3,340.86
979,2021,4,355.62
979,2022,1,367.48
979,2022,2,390.85
979,2022,3,393.59
979,2022,4,386.9
979,2023,1,393.37
979,2023,2,392.64
979,2023,3,407.97
979,2023,4,396.93
979,2024,1,402.93
979,2024,2,423.04
980,1995,1,100
980,1995,2,100.75
980,1995,3,101.56
980,1995,4,102.39
980,1996,1,103.1
980,1996,2,103.84
980,1996,3,104.65
980,1996,4,105.31
980,1997,1,106.95
980,1997,2,109.36
980,1997,3,111.85
980,1997,4,113.64
980,1998,1,116.05
980,1998,2,119.06
980,1998,3,122
980,1998,4,123.28
980,1999,1,125.36
980,1999,2,128.42
980,1999,3,131.53
980,1999,4,132.49
980,2000,1,136.22
980,2000,2,137.77
980,2000,3,140.16
980,2000,4,141.79
980,2001,1,144.48
980,2001,2,147.23
980,2001,3,148.93
980,2001,4,149.72
980,2002,1,151.26
980,2002,2,153.59
980,2002,3,155.08
980,2002,4,156.12
980,2003,1,157.53
980,2003,2,158.61
980,2003,3,160.4
980,2003,4,164.37
980,2004,1,166.28
980,2004,2,171.1
980,2004,3,178.49
980,2004,4,181.87
980,2005,1,187.49
980,2005,2,197.75
980,2005,3,205.82
980,2005,4,214.81
980,2006,1,223.62
980,2006,2,234.19
980,2006,3,241.12
980,2006,4,245.49
980,2007,1,250.95
980,2007,2,254.66
980,2007,3,255.46
980,2007,4,255.47
980,2008,1,253.22
980,2008,2,247.61
980,2008,3,239.46
980,2008,4,234.42
980,2009,1,230.56
980,2009,2,219.35
980,2009,3,211.46
980,2009,4,207.42
980,2010,1,203.84
980,2010,2,201.1
980,2010,3,200.45
980,2010,4,196.73
980,2011,1,189.54
980,2011,2,185.03
980,2011,3,186.02
980,2011,4,185.82
980,2012,1,183.14
980,2012,2,182.58
980,2012,3,186.19
980,2012,4,189.48
980,2013,1,191.77
980,2013,2,198.45
980,2013,3,205.22
980,2013,4,210.07
980,2014,1,211.36
980,2014,2,218.89
980,2014,3,225.12
980,2014,4,226.04
980,2015,1,228.82
980,2015,2,236.37
980,2015,3,244.05
980,2015,4,247.37
980,2016,1,253.04
980,2016,2,264.18
980,2016,3,272.19
980,2016,4,277.12
980,2017,1,284.37
980,2017,2,297.12
980,2017,3,307.29
980,2017,4,312.57
980,2018,1,321.26
980,2018,2,332.97
980,2018,3,334.09
980,2018,4,331.68
980,2019,1,333.89
980,2019,2,339.37
980,2019,3,341.86
980,2019,4,343.97
980,2020,1,349.53
980,2020,2,354.25
980,2020,3,362.1
980,2020,4,370.12
980,2021,1,379.61
980,2021,2,411.09
980,2021,3,433.54
980,2021,4,448.95
980,2022,1,474.13
980,2022,2,514.1
980,2022,3,497.14
980,2022,4,482.46
980,2023,1,480.73
980,2023,2,496.01
980,2023,3,504.64
980,2023,4,502.66
980,2024,1,522.36
980,2024,2,537.73
981,1995,1,100
981,1995,2,101.2
981,1995,3,102.69
981,1995,4,103.19
981,1996,1,104.49
981,1996,2,105.87
981,1996,3,106.71
981,1996,4,107.38
981,1997,1,109.74
981,1997,2,112.74
981,1997,3,115.65
981,1997,4,118.26
981,1998,1,121.67
981,1998,2,125.54
981,1998,3,129.82
981,1998,4,131.36
981,1999,1,134.08
981,1999,2,139.99
981,1999,3,144.79
981,1999,4,146.82
981,2000,1,152.38
981,2000,2,155.8
981,2000,3,157.75
981,2000,4,160.7
981,2001,1,164.75
981,2001,2,167.68
981,2001,3,170.18
981,2001,4,171
981,2002,1,173.93
981,2002,2,177.37
981,2002,3,179.72
981,2002,4,180.69
981,2003,1,182.5
981,2003,2,184.49
981,2003,3,186.96
981,2003,4,192.2
981,2004,1,194.98
981,2004,2,202.03
981,2004,3,209.9
981,2004,4,214.53
981,2005,1,222.65
981,2005,2,232.5
981,2005,3,241.53
981,2005,4,249.22
981,2006,1,257.98
981,2006,2,267.93
981,2006,3,275.81
981,2006,4,280.45
981,2007,1,286.86
981,2007,2,292.43
981,2007,3,293.01
981,2007,4,293.79
981,2008,1,292.97
981,2008,2,287.27
981,2008,3,278.69
981,2008,4,273.91
981,2009,1,272.06
981,2009,2,259.81
981,2009,3,252.62
981,2009,4,250.67
981,2010,1,247.23
981,2010,2,245.28
981,2010,3,246.15
981,2010,4,241.07
981,2011,1,233.84
981,2011,2,229.18
981,2011,3,230.72
981,2011,4,230.99
981,2012,1,228.37
981,2012,2,228.33
981,2012,3,233.76
981,2012,4,237.59
981,2013,1,240.43
981,2013,2,247.38
981,2013,3,255.69
981,2013,4,257.36
981,2014,1,264.42
981,2014,2,271.57
981,2014,3,276.85
981,2014,4,280.53
981,2015,1,284.29
981,2015,2,297.72
981,2015,3,308.85
981,2015,4,315.91
981,2016,1,325.04
981,2016,2,338.89
981,2016,3,350.14
981,2016,4,353.21
981,2017,1,363.89
981,2017,2,386.68
981,2017,3,397.26
981,2017,4,404.24
981,2018,1,414.94
981,2018,2,430.69
981,2018,3,428.52
981,2018,4,421.88
981,2019,1,425.38
981,2019,2,429.17
981,2019,3,430.59
981,2019,4,432.96
981,2020,1,438.94
981,2020,2,443.52
981,2020,3,449.16
981,2020,4,457.61
981,2021,1,465.46
981,2021,2,493.39
981,2021,3,511.29
981,2021,4,523.68
981,2022,1,545.74
981,2022,2,586.23
981,2022,3,562.92
981,2022,4,545.29
981,2023,1,549.85
981,2023,2,563.17
981,2023,3,568.26
981,2023,4,558.82
981,2024,1,570.72
981,2024,2,586.26
982,1995,1,100
982,1995,2,100.99
982,1995,3,101.76
982,1995,4,102.9
982,1996,1,103.74
982,1996,2,103.31
982,1996,3,102.4
982,1996,4,103.75
982,1997,1,103.67
982,1997,2,105.33
982,1997,3,106.71
982,1997,4,108.68
982,1998,1,110.33
982,1998,2,111.91
982,1998,3,113.46
982,1998,4,115.12
982,1999,1,115.88
982,1999,2,117.51
982,1999,3,118.5
982,1999,4,119.37
982,2000,1,120.93
982,2000,2,122.38
982,2000,3,123.66
982,2000,4,125.61
982,2001,1,129.02
982,2001,2,130.3
982,2001,3,131.71
982,2001,4,132.83
982,2002,1,134.57
982,2002,2,135.81
982,2002,3,137.9
982,2002,4,139.15
982,2003,1,140.43
982,2003,2,142.05
982,2003,3,143.74
982,2003,4,148.35
982,2004,1,151.14
982,2004,2,154.83
982,2004,3,162.34
982,2004,4,167.26
982,2005,1,171.9
982,2005,2,182.72
982,2005,3,190.57
982,2005,4,199.13
982,2006,1,205.35
982,2006,2,212.35
982,2006,3,219.41
982,2006,4,224.08
982,2007,1,226.99
982,2007,2,230.71
982,2007,3,231.37
982,2007,4,232.58
982,2008,1,232.02
982,2008,2,227.55
982,2008,3,219.99
982,2008,4,218.07
982,2009,1,216.55
982,2009,2,207.26
982,2009,3,199.11
982,2009,4,196.7
982,2010,1,191.77
982,2010,2,189.69
982,2010,3,189.33
982,2010,4,186.17
982,2011,1,179.22
982,2011,2,172.93
982,2011,3,173.39
982,2011,4,173.33
982,2012,1,170.52
982,2012,2,167.18
982,2012,3,169.88
982,2012,4,172.95
982,2013,1,173.81
982,2013,2,175.39
982,2013,3,180.68
982,2013,4,183.66
982,2014,1,182.34
982,2014,2,188.92
982,2014,3,192.54
982,2014,4,195.09
982,2015,1,198.58
982,2015,2,202.28
982,2015,3,208.07
982,2015,4,210.78
982,2016,1,214.98
982,2016,2,221.46
982,2016,3,227.03
982,2016,4,232.27
982,2017,1,237.4
982,2017,2,246.54
982,2017,3,254.44
982,2017,4,257.58
982,2018,1,262.66
982,2018,2,273.72
982,2018,3,278.93
982,2018,4,279.66
982,2019,1,282.67
982,2019,2,287.92
982,2019,3,292.34
982,2019,4,295.18
982,2020,1,299.4
982,2020,2,303.62
982,2020,3,311.09
982,2020,4,320.28
982,2021,1,329.87
982,2021,2,357.16
982,2021,3,380.68
982,2021,4,391.43
982,2022,1,413.01
982,2022,2,440.39
982,2022,3,435.75
982,2022,4,417.41
982,2023,1,419.55
982,2023,2,439.19
982,2023,3,440.57
982,2023,4,436.24
982,2024,1,447.45
982,2024,2,468.06
983,1995,1,100
983,1995,2,101.07
983,1995,3,103.26
983,1995,4,104.15
983,1996,1,105.47
983,1996,2,103.73
983,1996,3,103.59
983,1996,4,104.85
983,1997,1,106.34
983,1997,2,105.63
983,1997,3,107.38
983,1997,4,108.14
983,1998,1,110.16
983,1998,2,110.68
983,1998,3,112.43
983,1998,4,113.78
983,1999,1,114.1
983,1999,2,115.33
983,1999,3,115.16
983,1999,4,116.54
983,2000,1,118.33
983,2000,2,118.78
983,2000,3,121.05
983,2000,4,122.59
983,2001,1,126.09
983,2001,2,127.19
983,2001,3,129.31
983,2001,4,130.28
983,2002,1,131.8
983,2002,2,133.96
983,2002,3,135.35
983,2002,4,137.47
983,2003,1,138.72
983,2003,2,140.09
983,2003,3,142.74
983,2003,4,147.08
983,2004,1,150.06
983,2004,2,155.03
983,2004,3,164.15
983,2004,4,168.54
983,2005,1,174.38
983,2005,2,184.5
983,2005,3,193.49
983,2005,4,203.07
983,2006,1,212.41
983,2006,2,218.3
983,2006,3,225.32
983,2006,4,227.95
983,2007,1,232.53
983,2007,2,233.83
983,2007,3,234.16
983,2007,4,234.86
983,2008,1,233.52
983,2008,2,228.6
983,2008,3,220.14
983,2008,4,218.95
983,2009,1,215.75
983,2009,2,207.25
983,2009,3,199.35
983,2009,4,195.47
983,2010,1,193.39
983,2010,2,190.67
983,2010,3,190.22
983,2010,4,185.89
983,2011,1,181.13
983,2011,2,175.12
983,2011,3,173.92
983,2011,4,174.62
983,2012,1,170.15
983,2012,2,167.15
983,2012,3,167.83
983,2012,4,168.76
983,2013,1,169.19
983,2013,2,170.42
983,2013,3,172.17
983,2013,4,172.21
983,2014,1,175.13
983,2014,2,179.23
983,2014,3,182.62
983,2014,4,184.92
983,2015,1,187.14
983,2015,2,192.1
983,2015,3,197.19
983,2015,4,202.07
983,2016,1,204.44
983,2016,2,211.23
983,2016,3,217.8
983,2016,4,220.24
983,2017,1,225.15
983,2017,2,233.46
983,2017,3,239.62
983,2017,4,243.88
983,2018,1,249
983,2018,2,258.42
983,2018,3,265.8
983,2018,4,265.16
983,2019,1,269.45
983,2019,2,276.03
983,2019,3,280.51
983,2019,4,285.16
983,2020,1,291.39
983,2020,2,295.71
983,2020,3,303.49
983,2020,4,312.03
983,2021,1,324.06
983,2021,2,346.03
983,2021,3,368.28
983,2021,4,379.01
983,2022,1,393.76
983,2022,2,422.7
983,2022,3,416.51
983,2022,4,400.64
983,2023,1,400.7
983,2023,2,417.67
983,2023,3,416.22
983,2023,4,423.63
983,2024,1,422.03
983,2024,2,438.6
984,1995,1,100
984,1995,2,103.55
984,1995,3,105.14
984,1995,4,106.28
984,1996,1,107.31
984,1996,2,105.21
984,1996,3,105.39
984,1996,4,108.03
984,1997,1,106.62
984,1997,2,107.1
984,1997,3,109.81
984,1997,4,111.84
984,1998,1,114.4
984,1998,2,114.78
984,1998,3,117.32
984,1998,4,119.09
984,1999,1,119.8
984,1999,2,121.76
984,1999,3,123.02
984,1999,4,124.49
984,2000,1,127.05
984,2000,2,127.47
984,2000,3,131.35
984,2000,4,132.54
984,2001,1,136.33
984,2001,2,138.88
984,2001,3,140.57
984,2001,4,142.08
984,2002,1,144.09
984,2002,2,146.39
984,2002,3,149.01
984,2002,4,150.18
984,2003,1,152.12
984,2003,2,154.42
984,2003,3,156.88
984,2003,4,162.25
984,2004,1,164.98
984,2004,2,170.53
984,2004,3,179.95
984,2004,4,183.95
984,2005,1,191.2
984,2005,2,201.88
984,2005,3,209.83
984,2005,4,219.5
984,2006,1,227.79
984,2006,2,235.61
984,2006,3,243.1
984,2006,4,250.41
984,2007,1,253.94
984,2007,2,256.4
984,2007,3,256.51
984,2007,4,255.63
984,2008,1,254.41
984,2008,2,245.96
984,2008,3,240.01
984,2008,4,233.73
984,2009,1,232.83
984,2009,2,220.91
984,2009,3,212.59
984,2009,4,209.71
984,2010,1,205.9
984,2010,2,199.87
984,2010,3,198.16
984,2010,4,195.76
984,2011,1,188.34
984,2011,2,182.12
984,2011,3,181.01
984,2011,4,182.47
984,2012,1,176.49
984,2012,2,171.13
984,2012,3,174.78
984,2012,4,176.15
984,2013,1,175.97
984,2013,2,177.21
984,2013,3,181.39
984,2013,4,182.93
984,2014,1,185.15
984,2014,2,188.02
984,2014,3,195.72
984,2014,4,196.03
984,2015,1,199.15
984,2015,2,206.39
984,2015,3,210.18
984,2015,4,217.8
984,2016,1,220.09
984,2016,2,230.12
984,2016,3,236.72
984,2016,4,240.68
984,2017,1,247.61
984,2017,2,259.8
984,2017,3,268.52
984,2017,4,273
984,2018,1,283.04
984,2018,2,296.06
984,2018,3,300.25
984,2018,4,304.42
984,2019,1,306.22
984,2019,2,316.06
984,2019,3,322.26
984,2019,4,326.67
984,2020,1,332.17
984,2020,2,342.5
984,2020,3,352.16
984,2020,4,365.48
984,2021,1,379.26
984,2021,2,408.57
984,2021,3,430.33
984,2021,4,443.78
984,2022,1,459.69
984,2022,2,488.47
984,2022,3,481.39
984,2022,4,467.17
984,2023,1,469.31
984,2023,2,483.63
984,2023,3,481.79
984,2023,4,477
984,2024,1,484.15
984,2024,2,502.89
985,1995,1,100
985,1995,2,100.3
985,1995,3,102.69
985,1995,4,102.49
985,1996,1,104.21
985,1996,2,104.32
985,1996,3,104.21
985,1996,4,105.92
985,1997,1,106.61
985,1997,2,106.57
985,1997,3,108.96
985,1997,4,109.18
985,1998,1,111.16
985,1998,2,111.66
985,1998,3,112.45
985,1998,4,113.01
985,1999,1,113.63
985,1999,2,112.58
985,1999,3,113.21
985,1999,4,112.76
985,2000,1,113.54
985,2000,2,114.79
985,2000,3,116.12
985,2000,4,116.92
985,2001,1,120.6
985,2001,2,121.68
985,2001,3,121.59
985,2001,4,123.01
985,2002,1,124.96
985,2002,2,125.44
985,2002,3,126.8
985,2002,4,128.66
985,2003,1,129.91
985,2003,2,130.94
985,2003,3,133.43
985,2003,4,136.52
985,2004,1,139.24
985,2004,2,143.28
985,2004,3,149.66
985,2004,4,152.89
985,2005,1,158.52
985,2005,2,168.07
985,2005,3,175.57
985,2005,4,183.91
985,2006,1,191.01
985,2006,2,197.18
985,2006,3,203.87
985,2006,4,208.12
985,2007,1,211.31
985,2007,2,212.19
985,2007,3,213.3
985,2007,4,214.86
985,2008,1,215.8
985,2008,2,211.41
985,2008,3,205.13
985,2008,4,204.82
985,2009,1,204.06
985,2009,2,197.14
985,2009,3,190.21
985,2009,4,189.88
985,2010,1,186.25
985,2010,2,185.8
985,2010,3,182.62
985,2010,4,179.72
985,2011,1,174.72
985,2011,2,168.8
985,2011,3,170.22
985,2011,4,167.48
985,2012,1,164.44
985,2012,2,162.44
985,2012,3,162.89
985,2012,4,163.63
985,2013,1,163.01
985,2013,2,161.74
985,2013,3,161.51
985,2013,4,162.32
985,2014,1,162.31
985,2014,2,163.46
985,2014,3,169.45
985,2014,4,169.91
985,2015,1,171.18
985,2015,2,175.35
985,2015,3,179.99
985,2015,4,180.27
985,2016,1,182.1
985,2016,2,186.7
985,2016,3,191.75
985,2016,4,196.71
985,2017,1,199.25
985,2017,2,206.15
985,2017,3,213.18
985,2017,4,217.22
985,2018,1,222.56
985,2018,2,228.98
985,2018,3,234.33
985,2018,4,238.33
985,2019,1,240.85
985,2019,2,247.32
985,2019,3,252.32
985,2019,4,257.34
985,2020,1,262.47
985,2020,2,265.76
985,2020,3,274.51
985,2020,4,283.23
985,2021,1,295.03
985,2021,2,318.13
985,2021,3,338.19
985,2021,4,348.78
985,2022,1,364.39
985,2022,2,387.98
985,2022,3,391.49
985,2022,4,376.73
985,2023,1,375.52
985,2023,2,392.14
985,2023,3,394.89
985,2023,4,391.96
985,2024,1,396.45
985,2024,2,404.92
986,1995,1,100
986,1995,2,102.64
986,1995,3,104.85
986,1995,4,106.78
986,1996,1,108.28
986,1996,2,107.85
986,1996,3,108.6
986,1996,4,110.24
986,1997,1,111.38
986,1997,2,112.31
986,1997,3,114.56
986,1997,4,116.61
986,1998,1,118.28
986,1998,2,119.07
986,1998,3,120.06
986,1998,4,122.11
986,1999,1,122.47
986,1999,2,122.63
986,1999,3,121.06
986,1999,4,121.87
986,2000,1,121.84
986,2000,2,122.49
986,2000,3,123.21
986,2000,4,124.62
986,2001,1,128.36
986,2001,2,128.66
986,2001,3,129.24
986,2001,4,130.26
986,2002,1,131.34
986,2002,2,132
986,2002,3,133.35
986,2002,4,134.92
986,2003,1,135.02
986,2003,2,136.09
986,2003,3,137.57
986,2003,4,141.49
