LOAN_ID,ORIG_CHN,SELLER,orig_rt,orig_amt,orig_trm,oltv,ocltv,num_bo,dti,CSCORE_B,FTHB_FLG,purpose,PROP_TYP,NUM_UNIT,occ_stat,state,zip_3,mi_pct,CSCORE_C,relo_flg,MI_TYPE,AQSN_DTE,ORIG_DTE,FRST_DTE,LAST_RT,LAST_UPB,msa,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,repch_flag,LAST_ACTIVITY_DATE,LPI_DTE,FCC_DTE,DISP_DTE,SERVICER,F30_DTE,F60_DTE,F90_DTE,F120_DTE,F180_DTE,FCE_DTE,F180_UPB,FCE_UPB,F30_UPB,F60_UPB,F90_UPB,MOD_FLAG,FMOD_DTE,FMOD_UPB,MODIR_COST,MODFB_COST,MODFG_COST,MODTRM_CHNG,MODUPB_CHNG,z_num_periods_120,F120_UPB,CSCORE_MN,ORIG_VAL,LAST_DTE,LAST_STAT,COMPLT_FLG,INT_COST,PFG_COST,NET_LOSS,NET_SEV,MODTOT_COST
000135176797,R,Other,7.12,372000,360,95,95,2,46,795,Y,P,SF,1,P,VT,054,30,816,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.12,367824.49,15540,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,795,391578.95,,,,,,,,
000135176798,C,Other,6.5,206000,360,80,80,2,24,779,Y,P,SF,1,P,WI,543,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.5,200087.66,24580,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,779,257500,,,,,,,,
000135176799,R,Other,6.99,672000,360,83,83,2,38,651,Y,P,SF,1,P,WA,982,12,674,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.99,664046.17,42660,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,651,809638.55,,,,,,,,
000135176800,R,Other,6,347000,360,95,95,1,44,787,N,P,SF,1,P,TX,786,30,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6,342125.4,12420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,787,365263.16,,,,,,,,
000135176801,R,"loanDepot.com, LLC",6.62,334000,360,65,65,1,28,663,N,R,PU,1,P,VA,201,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,329590.12,47900,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,663,513846.15,,,,,,,,
000135176802,R,Other,5.25,170000,360,54,54,2,36,795,Y,P,SF,1,P,MS,395,NULL,817,N,None,2023-03-01,2023-01-01,2023-03-01,5.25,166986.22,25060,,,,,,,,,,,,,,,"CMG Mortgage, Inc",,,,,,,,,,,,,,,,,,,,,,795,314814.81,,,,,,,,
000135176803,R,"Rocket Mortgage, LLC",6.99,105000,240,62,62,1,30,670,N,C,MH,1,P,SC,298,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.99,103140.78,12260,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,670,169354.84,,,,,,,,
000135176804,R,Other,7,136000,360,97,97,1,48,759,Y,P,SF,1,P,IN,467,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7,132996.55,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,759,140206.19,,,,,,,,
000135176805,R,Other,6.5,205000,360,74,74,1,44,681,Y,P,SF,1,P,FL,325,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.5,202510.91,37860,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,681,277027.03,,,,,,,,
000135176806,C,"Fifth Third Bank, National Association",6.75,291000,360,70,70,2,30,781,N,P,CO,1,P,FL,334,NULL,808,N,None,2023-03-01,2022-11-01,2023-01-01,6.75,286596.85,33100,,,,,,,,,,,,,,,"Fifth Third Bank, National Association",,,,,,,,,,,,,,,,,,,,,,781,415714.29,,,,,,,,
000135176807,C,PHH Mortgage Corporation,6.12,119000,360,95,95,1,40,692,Y,P,MH,1,P,NC,287,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.12,117072.74,00000,,,,,,,,,,,,,,,PHH Mortgage Corporation,,,,,,,,,,,,,,,,,,,,,,692,125263.16,,,,,,,,
000135176808,C,Other,7,193000,360,75,75,2,35,791,Y,P,SF,1,P,ND,582,NULL,708,N,None,2023-03-01,2022-12-01,2023-02-01,7,189000.56,24220,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,708,257333.33,,,,,,,,
000135176809,C,"AmeriHome Mortgage Company, LLC",5.25,178000,180,24,24,1,36,777,Y,P,PU,1,P,TX,774,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.25,59851.07,26420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,777,741666.67,,,,,,,,
000135176810,C,Nationstar Mortgage LLC,7.12,240000,360,80,80,1,34,775,N,P,SF,1,P,CA,935,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.12,237206.91,31080,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,775,300000,,,,,,,,
000135176811,R,Other,6.38,280000,360,56,56,1,45,800,N,P,SF,1,P,SC,296,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.38,277070.25,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,800,500000,,,,,,,,
000135176812,R,"DHI Mortgage Company, Ltd.",4.12,320000,360,80,80,2,33,722,Y,P,PU,1,P,FL,325,NULL,732,N,None,2023-03-01,2022-12-01,2023-02-01,4.12,313783.8,37860,,,,,,,,,,,,,,,Regions Bank,,,,,,,,,,,,,,,,,,,,,,722,400000,,,,,,,,
000135176813,R,"Rocket Mortgage, LLC",7.12,465000,360,55,55,2,28,773,N,P,SF,1,P,NH,030,NULL,785,Y,None,2023-03-01,2022-12-01,2023-02-01,7.12,464000,31700,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,773,845454.55,,,,,,,,
000135176814,R,Other,7.12,395000,360,97,97,2,35,697,Y,P,SF,1,P,OR,970,35,748,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.12,389985.92,38900,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,697,407216.49,,,,,,,,
000135176815,R,U.S. Bank N.A.,5.88,305000,360,61,61,2,35,792,N,P,PU,1,P,TX,761,NULL,783,Y,None,2023-03-01,2022-12-01,2023-02-01,5.88,300505.27,19100,,,,,,,,,,,,,,,U.S. Bank N.A.,,,,,,,,,,,,,,,,,,,,,,783,500000,,,,,,,,
000135176816,C,Truist Bank,5.88,450000,360,90,90,2,26,791,Y,P,PU,1,P,GA,300,25,770,N,BPMI,2023-03-01,2022-12-01,2023-02-01,5.88,443368.38,12060,,,,,,,,,,,,,,,Truist Bank,,,,,,,,,,,,,,,,,,,,,,770,500000,,,,,,,,
000135176817,R,Other,6,150000,360,35,35,2,14,804,N,P,SF,1,P,FL,327,NULL,804,N,None,2023-03-01,2023-01-01,2023-03-01,6,147999.37,19660,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,804,428571.43,,,,,,,,
000135176818,R,Fairway Independent Mortgage Corporation,7.62,213000,360,97,97,2,35,766,Y,P,PU,1,P,IL,600,35,765,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.62,210366.41,16980,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,765,219587.63,,,,,,,,
000135176819,B,"United Wholesale Mortgage, LLC",6.44,208000,360,95,95,2,14,705,Y,P,SF,1,P,MO,631,30,734,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.44,204820.28,41180,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,705,218947.37,,,,,,,,
000135176820,R,Other,6.62,360000,360,80,80,2,27,757,N,P,PU,1,P,MS,391,NULL,780,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,355390.18,27140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,757,450000,,,,,,,,
000135176821,R,Other,6,259000,360,80,80,1,36,779,Y,P,SF,1,P,WY,826,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6,254454.04,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,779,323750,,,,,,,,
000135176822,C,"Fifth Third Bank, National Association",7.38,240000,360,75,75,1,13,787,N,P,SF,1,S,MI,497,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.38,239000,00000,,,,,,,,,,,,,,,"Fifth Third Bank, National Association",,,,,,,,,,,,,,,,,,,,,,787,320000,,,,,,,,
000135176823,R,"PennyMac Loan Services, LLC",6.25,214000,360,80,80,1,43,703,N,C,PU,1,P,GA,301,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.25,211453.47,12060,,,,,,,,,,,,,,,"PennyMac Loan Services, LLC",,,,,,,,,,,,,,,,,,,,,,703,267500,,,,,,,,
000135176824,R,Other,4.25,500000,360,80,80,2,47,753,N,R,SF,1,P,LA,707,NULL,765,N,None,2023-03-01,2022-03-01,2023-01-01,4.25,489363.66,12940,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,753,625000,,,,,,,,
000135176825,C,Truist Bank,6.62,240000,360,44,44,2,45,801,N,P,PU,1,P,SC,294,NULL,788,N,None,2023-03-01,2022-11-01,2023-01-01,6.62,236698,16700,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,788,545454.55,,,,,,,,
000135176826,C,Truist Bank,7.12,233000,360,75,75,1,37,790,Y,P,SF,1,P,GA,306,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,7.12,227724.33,12060,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,790,310666.67,,,,,,,,
000135176827,R,Other,6.5,236000,360,75,75,2,49,802,N,P,SF,2,I,NV,890,NULL,755,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,233152.4,29820,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,755,314666.67,,,,,,,,
000135176828,C,Other,7.62,332000,360,80,80,2,39,733,N,P,SF,1,P,OH,450,NULL,666,N,None,2023-03-01,2022-12-01,2023-02-01,7.62,328450.01,17140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,666,415000,,,,,,,,
000135176829,R,"CrossCountry Mortgage, LLC",6.62,125000,240,70,70,2,19,799,N,P,MH,1,S,FL,338,NULL,802,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,55516.56,29460,,,,,,,,,,,,,,,"CrossCountry Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,799,178571.43,,,,,,,,
000135176830,C,PennyMac Corp.,5.75,522000,180,80,80,1,35,767,N,P,PU,1,P,DE,197,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,5.75,99620.32,37980,,,,,,,,,,,,,,,PennyMac Corp.,,,,,,,,,,,,,,,,,,,,,,767,652500,,,,,,,,
000135176831,R,Other,6.38,180000,360,65,65,1,36,678,N,C,PU,1,P,MI,481,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.38,173173.35,19820,,,,,,,,,,,,,,,PHH Mortgage Corporation,,,,,,,,,,,,,,,,,,,,,,678,276923.08,,,,,,,,
000135176832,B,"loanDepot.com, LLC",5.99,717000,180,95,95,1,22,785,N,P,CO,1,P,CA,927,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,5.99,631495.3,31080,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,785,754736.84,,,,,,,,
000135176833,R,Other,6.38,424000,360,95,95,1,39,723,Y,P,PU,1,P,SC,295,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.38,418642.63,34820,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,723,446315.79,,,,,,,,
000135176834,C,"United Wholesale Mortgage, LLC",5.88,185000,360,43,43,1,44,695,N,C,SF,1,P,FL,335,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-03-01,5.88,182273.73,45300,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,695,430232.56,,,,,,,,
000135176835,R,"Guaranteed Rate, Inc.",6.99,767000,360,90,90,2,26,816,Y,P,SF,1,P,WA,981,25,742,N,BPMI,2023-03-01,2022-10-01,2022-12-01,6.99,745993.1,42660,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,742,852222.22,,,,,,,,
000135176836,R,Other,6.99,351000,360,51,51,1,31,724,N,P,PU,1,P,CA,957,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.99,346322.93,40900,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,724,688235.29,,,,,,,,
000135176837,R,Other,6.62,319000,360,80,80,2,38,797,Y,P,PU,1,P,TX,786,NULL,772,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,315112.66,12420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,772,398750,,,,,,,,
000135176838,B,Other,6.38,371000,360,75,75,2,41,798,N,P,SF,1,S,CA,925,NULL,759,N,None,2023-03-01,2022-12-01,2023-02-01,6.38,365526.3,40140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,759,494666.67,,,,,,,,
000135176839,B,"United Wholesale Mortgage, LLC",7.62,314000,360,95,95,2,48,754,Y,P,SF,1,P,DE,197,30,664,N,BPMI,2023-03-01,2023-01-01,2023-03-01,7.62,310435.19,37980,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,664,330526.32,,,,,,,,
000135176840,R,"Guaranteed Rate, Inc.",6.62,417000,360,70,70,2,46,711,N,P,SF,1,P,NJ,078,NULL,623,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,411857.7,35620,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,623,595714.29,,,,,,,,
000135176841,C,"Wells Fargo Bank, N.A.",5.62,710000,360,79,79,2,43,802,Y,P,SF,1,P,CA,917,NULL,771,N,None,2023-03-01,2022-09-01,2022-11-01,5.62,696601.02,31080,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,771,898734.18,,,,,,,,
000135176842,R,U.S. Bank N.A.,5.88,270000,360,74,74,1,50,737,N,P,PU,1,P,KY,421,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.88,266021.07,14540,,,,,,,,,,,,,,,U.S. Bank N.A.,,,,,,,,,,,,,,,,,,,,,,737,364864.86,,,,,,,,
000135176843,R,Other,6.38,200000,360,59,59,2,40,727,N,C,SF,1,P,FL,337,NULL,744,N,None,2023-03-01,2022-10-01,2023-01-01,6.38,197115.66,45300,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,727,338983.05,,,,,,,,
000135176844,R,Other,7,513000,360,90,90,2,41,812,Y,P,PU,1,P,FL,347,25,811,N,BPMI,2023-03-01,2022-11-01,2023-01-01,7,506428.33,36740,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,811,570000,,,,,,,,
000135176845,R,Other,7,228000,360,80,80,2,48,773,Y,P,SF,1,P,MD,210,NULL,740,N,None,2023-03-01,2022-12-01,2023-02-01,7,223186.72,12580,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,740,285000,,,,,,,,
000135176846,R,Other,7,310000,360,44,44,2,13,787,N,P,PU,1,P,NE,685,NULL,808,N,None,2023-03-01,2022-11-01,2023-01-01,7,306578.47,30700,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,787,704545.45,,,,,,,,
000135176847,R,U.S. Bank N.A.,7.62,375000,360,75,75,1,45,806,N,P,SF,2,I,IL,604,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.62,319086.46,16980,,,,,,,,,,,,,,,U.S. Bank N.A.,,,,,,,,,,,,,,,,,,,,,,806,500000,,,,,,,,
000135176848,R,Other,6.88,120000,360,80,80,2,22,768,Y,P,SF,1,P,KY,410,NULL,711,N,None,2023-03-01,2022-12-01,2023-02-01,6.88,118534.88,17140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,711,150000,,,,,,,,
000135176849,R,"Movement Mortgage, LLC",8.12,198000,360,90,90,3,38,662,Y,P,SF,1,P,NC,272,25,811,N,BPMI,2023-03-01,2022-12-01,2023-02-01,8.12,195458.1,15500,,,,,,,,,,,,,,,"Movement Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,662,220000,,,,,,,,
000135176850,R,Other,5.62,80000,360,20,20,2,47,799,N,P,PU,1,P,TN,379,NULL,812,N,None,2023-03-01,2022-12-01,2023-02-01,5.62,78083.48,28940,,,,,,,,,,,,,,,PHH Mortgage Corporation,,,,,,,,,,,,,,,,,,,,,,799,400000,,,,,,,,
000135176851,C,"Lakeview Loan Servicing, LLC",7.38,218000,360,97,99,2,36,643,N,P,SF,1,P,TX,761,18,746,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.38,80034.6,19100,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,643,224742.27,,,,,,,,
